1,-2.27622,3.29087,43.9183,9.92973,-0.0487253,0.394005,0.917816
1,-2.30824,3.34036,44.5749,10.1447,-0.047014,0.397039,0.916597
1,-2.32115,3.35514,44.8023,10.2117,-0.0496661,0.397374,0.916312
1,-2.45931,3.56275,47.577,11.2244,-0.0483039,0.422386,0.905128
1,-2.01077,2.91727,38.9412,8.25832,-0.0453583,0.623905,0.780183
1,-2.01419,2.91839,38.9681,8.26477,-0.0469187,0.623209,0.780647
1,-2.1778,3.15233,42.1562,9.28978,-0.0460257,0.687504,0.72472
1,-3.28119,3.48446,47.1566,11.0915,0.043677,0.469522,0.88184
1,-2.94735,3.11417,41.2498,9.14009,0.0401331,0.41789,0.907611
1,-3.41386,3.6213,47.6928,11.5299,0.0814604,0.502396,0.860792
1,-3.07362,3.24888,42.9789,9.79076,0.0590827,0.448144,0.892007
1,-3.04161,3.20677,42.2473,9.56782,0.0524876,0.441058,0.895943
1,-2.6708,2.81522,37.0155,7.8439,0.139671,0.684997,0.715032
1,-2.95227,3.11446,41.1514,9.16269,0.169288,0.762457,0.6245
1,-3.3287,3.5059,46.4376,11.0334,0.0640225,0.484216,0.872603
1,-2.77905,2.92397,38.4304,8.26769,0.144008,0.701663,0.697804
1,-2.97085,3.0984,41.2186,9.15634,0.170008,0.769278,0.61588
1,-2.82027,2.94122,39.1719,8.47718,0.146115,0.693403,0.705579
1,-3.1467,3.2867,46.5124,10.7785,0.0466956,0.469639,0.881623
1,-2.61734,2.74609,38.1728,8.00787,0.0956582,0.648777,0.754943
1,-3.30995,3.49585,48.5468,11.6028,0.0580499,0.492709,0.868256
1,-2.12849,3.02274,44.4689,9.89231,-0.0538434,0.425153,0.903519
1,-2.0315,2.82607,41.994,9.05698,-0.0465532,0.718387,0.694084
1,-1.83557,2.69076,38.4933,8.0052,-0.0385226,0.64823,0.76047
1,-1.76661,2.75276,36.6299,7.47026,-0.0625619,0.619796,0.782265
1,-2.11037,3.28759,43.7787,9.74896,-0.0513781,0.739484,0.67121
1,-2.00523,3.10524,41.0925,8.86346,-0.0544596,0.677667,0.733349
1,-2.18302,3.39309,44.8146,10.1492,-0.0532462,0.399316,0.915266
1,-2.87834,3.24964,45.6141,10.4139,0.0470655,0.470431,0.881181
1,-2.61203,2.83934,40.2975,8.60732,0.102665,0.697217,0.70947
1,-3.19187,3.48918,48.9675,11.6484,0.0405504,0.489973,0.870794
1,-3.15178,3.4561,48.4383,11.4615,0.0389702,0.484734,0.873793
1,-1.95263,3.25161,46.7743,10.7005,-0.072727,0.443394,0.893372
1,-1.91456,3.1155,45.1401,10.1194,-0.0698614,0.422432,0.903698
1,-3.35438,3.70905,49.4123,11.9231,0.0618258,0.505071,0.860861
1,-3.27745,3.59213,48.1605,11.4734,0.0610547,0.49087,0.869091
1,-2.66001,2.94091,40.2918,8.61619,0.13516,0.701852,0.699382
1,-1.79543,3.1348,46.7686,10.6416,-0.0972322,0.446591,0.889439
1,-1.72817,2.87185,43.5239,9.4934,-0.0806746,0.415094,0.906194
1,-1.73016,2.88241,43.5078,9.48968,-0.0823821,0.416248,0.905511
1,-1.7102,2.88342,42.9324,9.3523,-0.0763795,0.416191,0.906064
1,-1.70058,2.86613,42.6205,9.26519,-0.0745161,0.414768,0.906871
1,-1.72236,2.89107,43.0814,9.40812,-0.0747392,0.418218,0.905267
1,-1.57613,2.61765,39.275,8.14264,-0.0973755,0.654594,0.749683
1,-0.620662,2.63289,38.6525,7.88139,-0.320075,0.629816,0.707732
1,-0.584953,2.55742,37.5983,7.5836,-0.302799,0.621628,0.72242
1,-0.625624,2.69779,39.6513,8.19811,-0.308828,0.626633,0.715511
1,-0.806993,3.2884,48.2055,11.2333,-0.209798,0.436509,0.874897
1,-0.667667,2.7202,39.8765,8.27223,-0.31344,0.630554,0.71004
1,-1.67807,2.79945,39.699,8.207,-0.0473209,0.636477,0.769843
1,-1.87121,3.20173,44.1493,9.7123,-0.0702477,0.393301,0.916722
2,-2.06292,3.52659,48.2715,11.2315,-0.0702424,0.428879,0.900627
2,-1.69483,2.83769,39.1762,8.08958,-0.0941262,0.654153,0.750482
2,-1.96469,3.33728,45.806,10.3307,-0.0690794,0.402185,0.912949
2,-2.01811,3.42644,46.8929,10.699,-0.0712944,0.413758,0.907591
2,-1.89657,4.05223,48.3615,11.2794,-0.0912954,0.351901,0.931574
2,-1.93194,4.14668,48.097,11.3056,-0.090324,0.360038,0.928555
2,-2.53627,3.28883,46.4564,10.5087,-0.0098828,0.432772,0.901449
2,-2.69668,3.71786,44.3704,9.88088,0.134701,0.668117,0.731761
2,-2.09925,3.19657,43.5659,9.53144,-0.0348238,0.42192,0.905964
2,-2.1728,3.11107,40.9412,8.82827,-0.0147604,0.69856,0.7154
2,-1.85658,3.66923,44.7101,10.0284,-0.0756697,0.392349,0.916698
2,-1.73691,4.04147,48.1636,11.4613,-0.101606,0.412251,0.905387
2,-1.82978,3.58754,41.8176,9.21945,-0.112468,0.643653,0.757008
2,-1.98518,4.07328,43.4605,9.93051,-0.101964,0.660465,0.743901
2,-1.93799,3.02028,36.2728,7.46857,0.012228,0.643822,0.765077
2,-2.23681,3.36302,38.9699,8.35718,0.0121678,0.664854,0.746874
2,-2.10771,3.42395,38.557,8.24007,0.0235078,0.630263,0.776026
2,-2.24175,4.09363,46.5128,10.8117,-0.050362,0.376973,0.924854
2,-2.32824,3.37689,37.9829,7.95324,0.0506932,0.609118,0.791458
2,-2.62444,3.75957,43.7086,9.76909,0.0672588,0.710863,0.700107
2,-2.09765,3.92567,44.1939,9.93593,-0.0778045,0.69999,0.709901
2,-2.10745,3.91362,44.3841,10.0311,-0.07063,0.693483,0.717002
2,-2.14554,3.89912,44.1913,9.94618,-0.0750064,0.679453,0.729875
2,-2.06369,3.90231,45.2317,10.286,-0.076213,0.369008,0.926296
2,-1.74352,3.50591,45.4256,10.1431,-0.0723716,0.39857,0.914278
2,-1.84931,3.56535,45.1843,10.1575,-0.0748069,0.40494,0.911278
2,-1.85129,3.45881,43.8996,9.6929,-0.076039,0.392641,0.916543
2,-1.93969,3.68845,45.5221,10.3132,-0.0796454,0.408351,0.909344
2,-1.70823,3.49141,39.3184,8.33774,-0.0802951,0.624775,0.776665
2,-2.08552,4.12237,46.557,10.785,-0.0678127,0.37652,0.923923
2,-0.703574,3.32897,39.7369,8.29569,-0.291899,0.575522,0.763917
2,-2.07092,4.00699,46.5457,10.5847,-0.0736756,0.363892,0.928523
2,-1.76613,3.45839,40.3221,8.5023,-0.110159,0.603523,0.7897
2,-1.8085,3.58486,41.1574,8.81726,-0.110178,0.641056,0.759545
2,-1.50716,3.88593,41.2063,8.9377,-0.167509,0.570988,0.803687
3,-1.84164,4.63035,49.5638,11.8674,-0.107362,0.35706,0.927891
3,-1.42987,3.38591,40.2446,8.44354,-0.17027,0.596096,0.784651
3,-1.69049,4.06471,48.3818,11.2725,-0.114385,0.391945,0.91285
3,-0.275202,4.11991,45.1243,10.3519,-0.256154,0.365955,0.894686
3,-14.9418,-13.9347,35.0764,22.0119,-0.368088,-0.343278,0.864101
3,-2.81142,4.67748,48.6842,11.4489,-0.00342295,0.356836,0.934161
3,-2.11539,3.85657,40.7647,8.64589,-0.0336407,0.594683,0.803256
3,-1.80015,3.69224,40.8884,8.66065,-0.0865751,0.587886,0.804298
3,-2.14198,3.31073,45.361,9.95176,-0.0469841,0.433153,0.900095
3,-2.52884,3.37272,47.1614,10.5924,-0.0128477,0.462447,0.886554
3,-1.98813,3.35642,44.9091,9.82549,-0.0467831,0.444562,0.894526
3,-0.466623,3.24768,36.5809,7.35991,-0.361608,0.551678,0.751592
3,-0.626807,4.0307,45.3503,10.2647,-0.214776,0.371616,0.903202
3,-1.58023,3.7309,36.5023,7.40521,-0.0247937,0.556883,0.830221
3,-0.957904,2.84304,39.239,7.94012,-0.16314,0.575212,0.801571
